,place_id,name,rating,user_ratings_total,types,business_status,price_level,formatted_address,lat,lng,open_now,photos,plus_code,icon
10,ChIJ8yOSMg04yUwRTd6UwKj7Zxw,Zento Sushi,4.4,654.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"475 Grand Boulevard, L'Île-Perrot, QC J7V 4X4",45.387479,-73.96571999999999,False,"[{'height': 2365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113185000137138946753"">Komodo</a>'], 'photo_reference': 'ATtYBwIbIvizcwek4WG8q-gce4V0Yq1g1n79hHSsTLgh1J0Mmol8GwTpCxlObsJc5KXo0DqQVgJPRWbXj_nkg2GEwUMaRCGmvCc93V_brGL-S7iNYMKxKC9uQ_OCQs6xQYPofYgy1bK_9eWy43XNTELwqtFn6FfCJTMeQdxQRU2ZbuAOcMNB', 'width': 3024}]","{'compound_code': ""92PM+XP L'Île-Perrot, Quebec"", 'global_code': '87Q892PM+XP'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
11,ChIJA15wFkQ4yUwRilDcZZIoJo8,Restaurant Le Surcouf,4.7,230.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,3.0,"51 Sainte-Anne St, Sainte-Anne-de-Bellevue, Quebec H9X 1L5",45.40334370000001,-73.9493816,False,"[{'height': 799, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109931140478494121732"">dominique bonnot</a>'], 'photo_reference': 'ATtYBwJTe6Y2UJe1d46r13JmKzVflIE-K6mndYb-o8yACy5PNJrKLqg_V9s4sgpg1KmaRqtLuMOxA1XrQOO7WLvJXcuzmd5dv8nKd5J1UAV-owVL6rVOI83AtkIh7xCkfIQDfAy7GvA_Ea2PUYgSIejB2ff3KGqnjTsgbvTByaXZd1RPGjz1', 'width': 640}]","{'compound_code': 'C332+86 Sainte-Anne-de-Bellevue, Quebec', 'global_code': '87Q8C332+86'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
12,ChIJI5fUwUY4yUwRRHqL7LwbBFI,Bellevue Resto-Grill,3.9,203.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"102 Sainte-Anne St, Sainte-Anne-de-Bellevue, Quebec H9X 1L8",45.4034522,-73.95198049999999,False,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116234971301808417072"">Daniela Farrera</a>'], 'photo_reference': 'ATtYBwItuqZxxvV2YEkga-MkrXbmt4dsIvYmLN5gdyq6oC3EVNwnYOW2KwLjFfSatRyOZb-blNksRsMY_e7VtmulCyLp4SjSeJlc6oQov9VeE0GnS8vA0UzsGUcNQHr46hoDtNhuIaCbDW96vkaMNnRJN8mXmOPrV5u5pnb6TCbmaR6npfJb', 'width': 5312}]","{'compound_code': 'C23X+96 Sainte-Anne-de-Bellevue, Quebec', 'global_code': '87Q8C23X+96'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
13,ChIJuQDmpWs4yUwRdC3p46K7TBg,Sushi Perrot,4.8,258.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"89Grand Boulevard, Local102, L'Île-Perrot, QC J7V 4W7",45.3950498,-73.9575033,False,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100852115717175568219"">YeonSeon Jeon</a>'], 'photo_reference': 'ATtYBwJUoe56gkE62kAFk1I3I4gHnk8bYitB6u1-WqA5jHepYFUV3edyJplCkvZIkdzoDTMvYb25Zqv-DhKbF-_AB_iq1tb1o4tbpYbM4NRGFL3NyJmQ5FMld_JTqqm9JnuSnGGx69SubFTaqHFBZqj6B-o4nm_pY_DKsgtW1RQIRNEYu8n2', 'width': 4032}]","{'compound_code': ""92WR+2X L'Île-Perrot, Quebec"", 'global_code': '87Q892WR+2X'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
14,ChIJLXhlCf9HyUwRKSGB1_26A_w,Restaurant L'Etoile-Pincourt,4.3,386.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"108 Boulevard Cardinal Léger, Pincourt, QC J7V 3Y4",45.38259739999999,-73.9916806,False,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114602416434897713247"">Jeff Rogerson</a>'], 'photo_reference': 'ATtYBwLfRu-bzkTMdWq0YkpmIIurxgLwIngp5BTJPPunuRRWHGSLdHQUMxJp6JcTcLEkSKSWF4bwHbWOubDdxYIg2KqMzNOlWaGBQV_1yXmmb5Pxu3u5A75J8ckP7G5L6ul5Klq_uEW6i7-x1qKJjwisWEQBPaBUc9idI9jf5riQL2XltSAF', 'width': 3840}]","{'compound_code': '92M5+28 Pincourt, Quebec', 'global_code': '87Q892M5+28'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
15,ChIJGYePzRQ4yUwRz--l1mdoRf4,Smoke Meat Pete,4.4,2899.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"283 1re Ave, L'Île-Perrot, Quebec J7V 5A1",45.3958092,-73.96132000000001,False,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116215011904030782873"">Jamie Correa</a>'], 'photo_reference': 'ATtYBwLSTFcMq9wm7cBawIG89tl5q7iVi66XjDWRiRIpK6EFzOdN10j--iZqGveNRJ2yMKuI-oQLx9hZKWGPc4TeF65gFLjF5FLZM95JGOgYBHe7MTVo4N-c8s1lr9ngKvVwwvmJtcYfpytaNSGzQUXiCkk1aVCRIFlizGPORgVLW7BPN6Ar', 'width': 4032}]","{'compound_code': ""92WQ+8F L'Île-Perrot, Quebec"", 'global_code': '87Q892WQ+8F'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
16,ChIJkRAy4Ww4yUwRribVrhi5OHM,Station Des Sports - L'Île-Perrot,3.8,387.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"336 Grand Boulevard, L'Île-Perrot, QC J7V 4X2",45.39192560000001,-73.961463,True,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102320366536575990591"">A Google User</a>'], 'photo_reference': 'ATtYBwLPESx-x5GvSiOh2dZmctzXl0Cw8qJgmeE5yZYLE_byBmJ3nuswJ-_u5n1_zVY_IEZIWWUyvOsvn48TtTgdvgN6j5-1gN5m_B283QiSmC1YmQrDuho0f-hj6XUzhn1IUwfdImr6eXPz0acPB9hjMfmI-u9Hb8M9KRkhrY6KAXBeEeL1', 'width': 3264}]","{'compound_code': ""92RQ+QC L'Île-Perrot, Quebec"", 'global_code': '87Q892RQ+QC'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
17,ChIJv-sUkXI4yUwRVx6eSp-zbCs,Restaurant La Belle Province,3.9,444.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,1.0,"70 Boulevard Don-Quichotte, L'Île-Perrot, QC J7V 6L7",45.3885911,-73.9635491,False,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115925869876740828294"">d a e</a>'], 'photo_reference': 'ATtYBwJiaXkxCnmh22S5VrV8P-__WcdzXX0X-zwqalA_FFR0-NRzCfhDzXbBGCujR7avj2i0_qihLbd82-Shoqj6HZDhQTxrD_n8hdyfG9qhP-yHuZ4rh8d-L7tsFd_uRJbenj9rMeFC1C2LW2qtXb2Gm_tsdW1xw4VVnudgTldp93j8d2p3', 'width': 3264}]","{'compound_code': ""92QP+CH L'Île-Perrot, Quebec"", 'global_code': '87Q892QP+CH'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
18,ChIJDfJlG0c4yUwR2nJghNLblUI,Restaurant Violet Angel,4.3,245.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,2.0,"150 Sainte-Anne St, Sainte-Anne-de-Bellevue, Quebec H9X 1M4",45.4040964,-73.95341270000002,,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106899677988224501008"">Guillaume Proulx</a>'], 'photo_reference': 'ATtYBwKta84ZGzNdsD2k6sVm7jtDF4b0pyOVg6WUBj5zlh-97RA-3Xkyat3bSO_zyLOLRqvpKMJlydxUk1t0JRff4EmGUZQaRs11OQ0CLPVNzibKDlaGeHrTIDB_YwtCLeGxYeISNIe5FmF0_TonG2zIcdfnkD0khVnKljvJaI_sH9EghUvC', 'width': 4096}]","{'compound_code': 'C23W+JJ Sainte-Anne-de-Bellevue, Quebec', 'global_code': '87Q8C23W+JJ'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
19,ChIJsVtvIHo4yUwRsZfF5hXkMm4,Aki Sushi Bar,4.0,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"450 Boulevard Don-Quichotte, Notre-Dame-de-l'Île-Perrot, QC J7V 0J9",45.3824852,-73.9547389,True,,"{'compound_code': ""92JW+X4 Notre-Dame-de-l'Île-Perrot, Quebec"", 'global_code': '87Q892JW+X4'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
20,ChIJ57Wc42s4yUwRWQhLtV2zEv0,Souvlaki Authentique Ile Perrot,4.5,433.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"98 Boulevard Perrot, L'Île-Perrot, QC J7V 3E9",45.3938661,-73.9559949,False,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102285188844145988050"">Jean-Sebastien Bleau</a>'], 'photo_reference': 'ATtYBwKlYN5XgVhyqIEodGdhj-T0mPksd-xFXUEJ5SMFTd_uqNzKGGht2M-tinuiagNNN6d8hjKxQw_k-lVEURlhYCXoKHKSX6-dZ7nGEmRbxEADtsDqw9zvesyIFsjp7iYm_vXE7VNZ8CITwo3bIEkly0jBO1NSlO8H9kBRG8ZWsyt3yo-N', 'width': 4032}]","{'compound_code': ""92VV+GJ L'Île-Perrot, Quebec"", 'global_code': '87Q892VV+GJ'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
21,ChIJxecSuOE3yUwRnkeTeVkLO98,Le Charleville,4.4,136.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,3.0,"197 Avenue Saint-Charles, Vaudreuil-Dorion, QC J7V 2L4",45.3886111,-74.01416669999999,False,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106959263328866068588"">A Google User</a>'], 'photo_reference': 'ATtYBwJpp-upPHgaYesZx-4b_DnBwKs5EnISHAVsNuGz41TSZPcI_zRz7C_Z5P3w0XDL1oduNvNvVhtqwzPO6KUvk4m3ZEw9kJAySYlIOcLHZkDXeW9fFE86Kj6CojRKQpri2BnkPFGFvSrfQGOqYtnRJqJAU_qKru7LH2UfPx5AbXLfvE2o', 'width': 2048}]","{'compound_code': '9XQP+C8 Vaudreuil-Dorion, Quebec', 'global_code': '87Q79XQP+C8'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
22,ChIJmYXWznI4yUwRFptDwj2uyLE,Amir,4.1,207.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,1.0,"475 Grand Boulevard #36, L'Île-Perrot, Quebec J7V 4X4",45.387448,-73.9645374,False,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104453014550181319923"">Muhannad Al</a>'], 'photo_reference': 'ATtYBwKZmhiSEfy-8pbMDexcC1lgE1c9O_gaNgDGMEFXMe7xeWLT2cy7E9uTiYarrEDGqlKkLlsaqWyY_EeXI7IY75NWnZ84rypWTkGLPbclpoHbMocnRYdF0FT9pDMNzM6WZ5pXSp4fH53jxoM_WaTQeOZ2rTDND2fXZbO-POjrAM5ktk-W', 'width': 4032}]","{'compound_code': ""92PP+X5 L'Île-Perrot, Quebec"", 'global_code': '87Q892PP+X5'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
23,ChIJS39QYhlIyUwRhG_Me6qpOnA,Restaurant Dorion,4.3,334.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"297 Boulevard Harwood, Vaudreuil-Dorion, QC J7V 1Y6",45.3811163,-74.016272,False,"[{'height': 1055, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117719368329406871445"">A Google User</a>'], 'photo_reference': 'ATtYBwJwcOSpQ91LQNG3RstEC1GWhGAmcrXIWMZYBiKruQ-blhPBDHg4WB3IE-nean-YbwePNPmMBc2QItL0iwOHODwct9zmii28cOZ8n6G3FpCBRGLaXNFOT7sx4MJjxAma-4JYT3wGrLB7QwxdlFnnvZSGJXtJ31dElTPw1m5oMpBKdoQ7', 'width': 2200}]","{'compound_code': '9XJM+CF Vaudreuil-Dorion, Quebec', 'global_code': '87Q79XJM+CF'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
24,ChIJL7kj_BxIyUwR20SP8SInhgM,Restaurant Chez Lam,4.2,166.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,1.0,"123 Rue Dumont, Vaudreuil-Dorion, QC J7V 1W9",45.384047,-74.01076599999999,False,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103871606106452235831"">A Google User</a>'], 'photo_reference': 'ATtYBwJ1rMy3iGMlauH5ppnlsJ47kKPd5xnEGkt6XePY0I_xTXVGgBKkg5DG6RA4KkoZjm7zIF1Yn7KBihEytG74M6AGE7inpNAuH8sJftJ8CH1WHGTEOvMTv-QH1axkENE4FYx21OrAcT-Vku4A_VOT7Kc0GFL97NAzUTsEV1xIi7svNLK9', 'width': 3024}]","{'compound_code': '9XMQ+JM Vaudreuil-Dorion, Quebec', 'global_code': '87Q79XMQ+JM'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
25,ChIJEZHx4TQ2yUwR2Zo_I8HfxMk,Souvlaki Bar (Vaudreuil),4.3,344.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"41 Boulevard de la Cité-des-Jeunes, Vaudreuil-Dorion, QC J7V 0N3",45.4112458,-74.0317831,False,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112083787712706913898"">A Google User</a>'], 'photo_reference': 'ATtYBwIok3P5sclbY1T-0TnHw-Cx5Xh5eQbstac-IlveZlZm7w_dS4anmuag8mVRpWXVZEJoeLAXpqIM5eY20RUeu1HpS81UhZk6f_9SbZZksy-tw6dAT-JAp1AFgRp4paKJNvPFmvStBJnvfoXI7uvtoH5Ed1Enk0e8uo9r4Ns6r-FCkeX0', 'width': 2000}]","{'compound_code': 'CX69+F7 Vaudreuil-Dorion, Quebec', 'global_code': '87Q7CX69+F7'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
26,ChIJc_47mEY4yUwRb70AIstHEsA,Cunningham's Pub,4.4,682.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"75 Sainte-Anne St, Sainte-Anne-de-Bellevue, Quebec H9X 1L9",45.4034353,-73.95084709999999,False,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111807035893986051648"">A Google User</a>'], 'photo_reference': 'ATtYBwJGpalj7vgqqPd_vZ8ZPT0gKlnlKfbo6JaWGRgAIK9pQy2GTtHv9B4-S4vA1Wl2Lr4m6sSDT7RjgOGC01sOUAb-CRYedXmT7hxQydgaOatGjUvVw78fy_gHHFaTB9K_jfZgrxv5hcIhSSOVVTBOiajoWgQsgPNKiPxTD9yTBiMDHyox', 'width': 5184}]","{'compound_code': 'C23X+9M Sainte-Anne-de-Bellevue, Quebec', 'global_code': '87Q8C23X+9M'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png
27,ChIJq6p-v0Y4yUwRE9ABVrvR-sU,Klondike Premium Smokehouse,3.7,399.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"100 Sainte-Anne St, Sainte-Anne-de-Bellevue, Quebec H9X 1L8",45.403293,-73.95177,False,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110359854174741619153"">A Google User</a>'], 'photo_reference': 'ATtYBwL6VYjYBsHGSjinh2WCWRbtT3QEEuxSrxTnlPb_gn0tbR03IHvZiugxX3m5svJryWQ_Zhtg23D5zFHHOsfFnqzYP3IXSeIDtUf3OtETnHr1FIN-7mcdyrIMAAfDMMYOfYmlMIzDoTrsYFcrJWtEFlrcle57aLD5OGI9eHiKO6E7BWj_', 'width': 5760}]","{'compound_code': 'C23X+87 Sainte-Anne-de-Bellevue, Quebec', 'global_code': '87Q8C23X+87'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
