biz_id,rev_id,time,user,rating,text
MtKu8mygNxhrCvLbtLpKaw,xFl5G-A-6pBpLhASmjlu2g,2019-09-21 17:25:16,"{'id': '67wxtYIYyOp9G6XjE0Bqag', 'profile_url': 'https://www.yelp.com/user_details?userid=67wxtYIYyOp9G6XjE0Bqag', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/Q7K8wrAGziAKiBz3ocyKMA/o.jpg', 'name': 'Gwen S.'}",5.0,I remember visiting Le Lapin 6 years ago on my last trip to Québec. And reminiscing on this restaurant (and the rabbit poutine) comes up in conversation...
MtKu8mygNxhrCvLbtLpKaw,vzWesWeTX0mM-LuzlFNnRQ,2020-09-18 08:27:27,"{'id': 'TfLxu0ByOBszcPxcLBRGpQ', 'profile_url': 'https://www.yelp.com/user_details?userid=TfLxu0ByOBszcPxcLBRGpQ', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/XGA8QiFiOV8cebXn3gylDA/o.jpg', 'name': 'Amy L.'}",4.0,"Good restaurant in lower part of Quebec City near Place Royal. As you can guess from the name, everything in this restaurant is about rabbits. We had some..."
MtKu8mygNxhrCvLbtLpKaw,Fs7TS4weU2uNoeZ-rKmGnw,2021-01-18 06:22:41,"{'id': 'uzwDtZsIHhxRp4xxyaF56g', 'profile_url': 'https://www.yelp.com/user_details?userid=uzwDtZsIHhxRp4xxyaF56g', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/Vc17RZJMoU9ANLGrJ-_XAg/o.jpg', 'name': 'G. B.'}",4.0,Le Lapin Sautee is a very unique experience. There are no restaurants where I am from that specialize in rabbit dishes. They do it well. It's a fun and...
Uy7dD9HlsxtN8jytsYm1jA,Wswik-lOT-bEVbt8MFyZqA,2018-11-19 11:21:32,"{'id': 'cZk2IcjG8wY14CVeotPxRA', 'profile_url': 'https://www.yelp.com/user_details?userid=cZk2IcjG8wY14CVeotPxRA', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/9xSs04c7oBXyf9h_qQsZJQ/o.jpg', 'name': 'Macrina N.'}",5.0,We were lucky enough to wander into Chez Tao on a Sunday night in October. The drinks are expertly crafted and the service is impeccable. Everything to hope...
Uy7dD9HlsxtN8jytsYm1jA,AVxSeVGOjetCE05w5x3H2Q,2018-10-06 20:24:19,"{'id': '5tdpMVnxvlW85Hk_O4PEjA', 'profile_url': 'https://www.yelp.com/user_details?userid=5tdpMVnxvlW85Hk_O4PEjA', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/9qJlNVrtlWA1C_2R3dNK_Q/o.jpg', 'name': 'Laura S.'}",5.0,"Friendly service combined with 60s/70s music (think Forest Gump soundtrack).
Several vegan options to choose from on all areas of menu (salads, soups, and..."
Uy7dD9HlsxtN8jytsYm1jA,vodi_HRnmj3KH_5TyXs6Pg,2019-06-26 19:00:13,"{'id': 'a9xis8ncL9Mm-rYL8ddl0A', 'profile_url': 'https://www.yelp.com/user_details?userid=a9xis8ncL9Mm-rYL8ddl0A', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/av53hlAPsHMHCk_u01K6OA/o.jpg', 'name': 'Istvan B.'}",3.0,"Nothing special at all. Based on the reviews I expected more. Drinks execution is not well thought out. The metal straw looks good, but has a terrible metal..."
12KhumDjHl7rw9NL-zgVTA,C7JuxjfXib8ba9_cV2jftw,2019-12-04 23:48:45,"{'id': 'NXifaS2xNJJKBh_U7gthkg', 'profile_url': 'https://www.yelp.com/user_details?userid=NXifaS2xNJJKBh_U7gthkg', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/N0IZ5ZiO3f3NMQ4xFL-NHw/o.jpg', 'name': 'Monica T.'}",2.0,"So after eating so many Quebecois food in two days, we were in the mood for something familiar in the form of Ramen. There were only like 3 options for..."
12KhumDjHl7rw9NL-zgVTA,XGNFzKg5zSokpfAOrsumsQ,2020-11-21 13:23:40,"{'id': 'WeIFmSb8r_ZlPKnD7LsFSg', 'profile_url': 'https://www.yelp.com/user_details?userid=WeIFmSb8r_ZlPKnD7LsFSg', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/Z4mupcRZHTpxc6Om_jmjJA/o.jpg', 'name': 'Jen P.'}",5.0,Best ramen I've ever had! I am a vegetarian so it's usually hard to find. Also the shrimp tofu dumplings were so delicious. I will definitely order again.
12KhumDjHl7rw9NL-zgVTA,p8LBlOewTgz9tl-Dmilamw,2019-11-27 11:32:22,"{'id': 'pfci5bFln6c_Ie1iBuOSkw', 'profile_url': 'https://www.yelp.com/user_details?userid=pfci5bFln6c_Ie1iBuOSkw', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/vfK_4tPemSHqOJNz7LHa9g/o.jpg', 'name': 'Brian B.'}",5.0,"Absolutely one of the best restaurants in Québec! Tried to eat for dinner, but the line was out the door. Came the next day for lunch and figured out what..."
Uffp5mVAT7Lw3a__88tigg,Q1-pprL_uHaJW6BOe5uEpQ,2019-10-17 19:10:02,"{'id': 'khRG2oMmAOXA7C1U7P1j4w', 'profile_url': 'https://www.yelp.com/user_details?userid=khRG2oMmAOXA7C1U7P1j4w', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/6tDRwKZ6EXrAppsJHCUa5g/o.jpg', 'name': 'Michael L.'}",5.0,"A must try!

The poutine is incredible. From the squeaky, crumbled cheese curds, to the thick and deliciously sweet sauce brun, to the perfectly fried..."
Uffp5mVAT7Lw3a__88tigg,4rmKRXsk1M-Tj7Cr3UpoQA,2019-02-16 19:39:35,"{'id': 'YvzoOqfBProz9SveFwJYOw', 'profile_url': 'https://www.yelp.com/user_details?userid=YvzoOqfBProz9SveFwJYOw', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/FEFXMp7vv3VEIdALwT-Y7A/o.jpg', 'name': 'Wei C.'}",5.0,There's absolutely nothing more Quebecois then poutine.  We are so unfortunate that in the GTA no one has access to super squeaky fresh cheddar cheese curds...
Uffp5mVAT7Lw3a__88tigg,mgl_S-QTC4zQfVQX__vcMg,2018-07-16 08:37:41,"{'id': 'jKn_HycMvKa3yPHAUoCQAQ', 'profile_url': 'https://www.yelp.com/user_details?userid=jKn_HycMvKa3yPHAUoCQAQ', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/Pmp-LfEDtwAmodI8-jI_Vg/o.jpg', 'name': 'Angela C.'}",5.0,"Casual poutine place with a flare of retro decor. 
I tried the classic poutine in petite, the portion was hefty for a lunch serving for me. The fries were..."
6R3kHxQn2eQUXecIibmICA,eFDPHjJEMYrkJQUpHwAf_w,2020-01-06 20:53:19,"{'id': 'lgsiRGBbD10ZgaW-M9uEmQ', 'profile_url': 'https://www.yelp.com/user_details?userid=lgsiRGBbD10ZgaW-M9uEmQ', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/NpzXW71eFIYZlVGd0ffgBw/o.jpg', 'name': 'Adam S.'}",5.0,"As a foodie, you're probably certain you want to eat here. 

Why? 

First, it's rated 4.5 stars on Yelp (as of this writing)
Second, it's located on a quiet..."
6R3kHxQn2eQUXecIibmICA,ApnmKD0DNPYfRdJeL8gdmA,2019-09-06 18:28:15,"{'id': 'igV-My_Q3NbtBDWVg_QDsg', 'profile_url': 'https://www.yelp.com/user_details?userid=igV-My_Q3NbtBDWVg_QDsg', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/E13YxQeAP773k4tqPVeq4w/o.jpg', 'name': 'Charles C.'}",5.0,"First time visiting Quebec and at the recommendation of our Concierge splurged for a delicious anniversary dinner.

Went with the Discovery Chef's selection..."
6R3kHxQn2eQUXecIibmICA,v5dlXi6MSpZmVbehdWYc_Q,2019-10-16 10:10:03,"{'id': 'CEnOOity4XsfOxQ7U8cWow', 'profile_url': 'https://www.yelp.com/user_details?userid=CEnOOity4XsfOxQ7U8cWow', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/nmWVAs-Zd34iUpyyWIaItA/o.jpg', 'name': 'Judy W.'}",3.0,"We're foodies, love to find and try good food. We had experiences about food quite a lot, from street food to gourmet dinner or Michelin star 1,2,3 

My..."
pf66_XZNdnGWB3ZyHj3Zng,e5JkqZlcOcQ0TjGCyYH0Cg,2019-12-24 02:31:20,"{'id': 'OcYQmzjuu2DxsZNdXnh2wQ', 'profile_url': 'https://www.yelp.com/user_details?userid=OcYQmzjuu2DxsZNdXnh2wQ', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/ZMdCDYZuRliTvOyoJtMTZw/o.jpg', 'name': 'Bryan F.'}",5.0,"Really great food!  The scrambled eggs with cheese and the waffles with maple cream combo is incredible!
The hot chocolate is really good too!
Great service..."
pf66_XZNdnGWB3ZyHj3Zng,li02TILTDicLMZcilKmmuA,2020-02-12 13:23:56,"{'id': 'bURNbPAnm_pxFiB5LvA4ug', 'profile_url': 'https://www.yelp.com/user_details?userid=bURNbPAnm_pxFiB5LvA4ug', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/XU8C_WHhFyaq4QKUplhcbw/o.jpg', 'name': 'Nick C.'}",4.0,"Visited Cochon Dingue for brunch on a Saturday. Surprisingly, it wasn't too packed at 11am, and we were able to get a table within a few minutes of walking..."
pf66_XZNdnGWB3ZyHj3Zng,I43PGywG-N2kx9zBiSbDOw,2020-01-03 12:29:32,"{'id': 'f1-ADSATZKZRdKznOcIpOQ', 'profile_url': 'https://www.yelp.com/user_details?userid=f1-ADSATZKZRdKznOcIpOQ', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/hBGYdvuWBDVsg1M52bbc0g/o.jpg', 'name': 'Joan T.'}",4.0,"We visit Quebec City fairly often and each time, we do a quick meal at one of the Cochon Dingue locations for breakfast. This time, we were on the scout for..."
rsbjroEj4HR0_TDqLfxSTw,i5iLDsi5I2GiVes0PpdhBA,2019-04-04 13:59:27,"{'id': 'NETUsHLiMmNs0Hd6EFm8hQ', 'profile_url': 'https://www.yelp.com/user_details?userid=NETUsHLiMmNs0Hd6EFm8hQ', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/3FLOPwqyuZWKxebRDAmChw/o.jpg', 'name': 'Eric O.'}",4.0,"Visiting from Vermont, had our list of restaurants and bars to hit. Came here at about 4:30 on a Sunday and had just opened. Nice and quiet at that point..."
rsbjroEj4HR0_TDqLfxSTw,v1MHdNgXgxRGrT9wjGIUcA,2017-12-17 13:27:15,"{'id': '8y7ZFrg_A_yu9jCw5n_TmA', 'profile_url': 'https://www.yelp.com/user_details?userid=8y7ZFrg_A_yu9jCw5n_TmA', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/CGbMU7SuV9YDzLt_5VOdvw/o.jpg', 'name': 'Regina L.'}",4.0,"The environment and vibe for this resto is fun, fun, fun! It is really neat to see how a tiny kitchen and really old stove can make such fresh and tasty..."
rsbjroEj4HR0_TDqLfxSTw,VDWjjwu2nv1cUO9XpHtmlA,2018-04-28 15:06:25,"{'id': 'GpMVEmZpmzkCCpntfecAOg', 'profile_url': 'https://www.yelp.com/user_details?userid=GpMVEmZpmzkCCpntfecAOg', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/RmCcH6dChCYzICw53C4HIg/o.jpg', 'name': 'Danielle L.'}",5.0,"Feels like home! My mom, sister and I are visiting from Los Angeles and were craving oysters and added this restaurant to our must-try list while..."
_aQIs0vQjx0yU-RhGsudOw,qymGI21E0F3IO56MwzN9TA,2020-01-26 12:03:35,"{'id': 'wI8Unos15sPrx2Jt9DBrIA', 'profile_url': 'https://www.yelp.com/user_details?userid=wI8Unos15sPrx2Jt9DBrIA', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/Xz3yNSAt5KNk9bjVMmv9QQ/o.jpg', 'name': 'Racheal D.'}",5.0,"Delicious, delicious, delicious! My friend found this place on Yelp near our Airbnb and we decided to try it out for dinner. We came early (around 6:00pm)..."
_aQIs0vQjx0yU-RhGsudOw,K3b8xwQJUe0FuivoAm2JjA,2018-09-26 06:35:10,"{'id': 'X7mVSZxStPxD4GbN_29pYQ', 'profile_url': 'https://www.yelp.com/user_details?userid=X7mVSZxStPxD4GbN_29pYQ', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/p91I0Eiz6wGeznZdtSFbGw/o.jpg', 'name': 'Stacey B.'}",5.0,"This was, by far, the best meal we had in Quebec City.  Hands down.  Not even close.  BEST MEAL.  Phenomenally good.  The service was on a par with the food..."
_aQIs0vQjx0yU-RhGsudOw,EsTRTejN6BwPm9SoL3ogJw,2019-06-05 20:36:09,"{'id': 'F1PN-9S3fDqT-uwVKEtyEw', 'profile_url': 'https://www.yelp.com/user_details?userid=F1PN-9S3fDqT-uwVKEtyEw', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/a9ahjrdizASuvqFwDXVr1A/o.jpg', 'name': 'Julie W.'}",4.0,"Great ambiance, knowledgeable and friendly staff, wonderful food and a good wine list. We had The gazpacho, fish du jour (monk) and pasta. All were..."
HcUZcczBvzD5MPA1fKhe2A,en-HW9Hlk-TmMBQ6O9LFIg,2019-12-28 15:39:47,"{'id': 'Sk_TvvRCLJCZQ6PRK_fJgg', 'profile_url': 'https://www.yelp.com/user_details?userid=Sk_TvvRCLJCZQ6PRK_fJgg', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/0agtzrgoRbcltfTCfu_phw/o.jpg', 'name': 'Jenny W.'}",5.0,"After some long walks and ice skating, I was dying of hunger. Decided to try Poutineville. Had the classic burger with a side of salad and the pulled pork..."
HcUZcczBvzD5MPA1fKhe2A,1xRskhipdtnAt3BKr-M6Gw,2020-01-21 08:00:44,"{'id': 'bem_6rw8DbEPUdFktNN4Jg', 'profile_url': 'https://www.yelp.com/user_details?userid=bem_6rw8DbEPUdFktNN4Jg', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/4FvSqnxUqgk5O3sIUeHdyg/o.jpg', 'name': 'Amanda M.'}",4.0,Everyone said If I was going to Canada that I had to try poutine so what better place than one called Poutineville?! Every table has a pen and paper where...
HcUZcczBvzD5MPA1fKhe2A,_wbmCl5z4v3riaI2VvgtBA,2019-12-14 15:22:47,"{'id': 'fKlI3iUSBSTmv7i3Aaz56w', 'profile_url': 'https://www.yelp.com/user_details?userid=fKlI3iUSBSTmv7i3Aaz56w', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/q6OobYxUPg-TYzy6E6LuFw/o.jpg', 'name': 'Jeff L.'}",5.0,Pretty cool little spot.  Wife and I were absolutely freezing and nothing says warmth like a couple steaming bowls of poutine loaded down with all sorts of...
8PzDLcDDUws29ItLBed5gw,xOL_DhF3ScgS3cPYC7_JiQ,2020-09-18 09:37:15,"{'id': 'TfLxu0ByOBszcPxcLBRGpQ', 'profile_url': 'https://www.yelp.com/user_details?userid=TfLxu0ByOBszcPxcLBRGpQ', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/XGA8QiFiOV8cebXn3gylDA/o.jpg', 'name': 'Amy L.'}",5.0,"I found my new favorite restaurant in Quebec City. The food is just amazing, and what's even more amazing is that, according to our server, the chef changes..."
8PzDLcDDUws29ItLBed5gw,vG0yb38rYFbvQiyz-zuNhg,2019-10-06 14:10:10,"{'id': 'wZD7r1SjTpSezazCvbQXTQ', 'profile_url': 'https://www.yelp.com/user_details?userid=wZD7r1SjTpSezazCvbQXTQ', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/KtkA6QhaJY1mBG6Ire-Ibg/o.jpg', 'name': 'Melissa J.'}",5.0,First trip to Quebec and will return for Le Voisin!!!   Recommended by a food tour guide (thank you Florence!) for a special meal to remember.  We weren't...
8PzDLcDDUws29ItLBed5gw,aXLFbMHR3pERL9pOynWfog,2019-10-04 07:31:16,"{'id': 'F5Eey12_5uDHfM6ZUkMXfQ', 'profile_url': 'https://www.yelp.com/user_details?userid=F5Eey12_5uDHfM6ZUkMXfQ', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/PJPiMYitTn-ClMPooPMakQ/o.jpg', 'name': 'Diana K.'}",5.0,Travel fatigued but needing a light meal I was fortunately guided to this place by my hotel valet. Eclectic menu with excellent service and charming decor...
C_T1ol55HRVhuz2Z1qaavg,SiNexqPnTbcrENvjGcXdXA,2019-06-29 21:36:20,"{'id': 'c0OdIvaMaGss8G1usrbmog', 'profile_url': 'https://www.yelp.com/user_details?userid=c0OdIvaMaGss8G1usrbmog', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/f-htoUKPTUYc9asZI20uEQ/o.jpg', 'name': 'Charmaine L.'}",4.0,"Japanese fusion restaurant, tapas, good vibe, nice ambience for small group dinner or chill. Food is good and servers are friendly and very welcoming! Price..."
C_T1ol55HRVhuz2Z1qaavg,g5gyu_sn0E3U6EwACRIzcw,2019-08-26 21:44:07,"{'id': 'Abn38CMP4SEgJshUocKKsg', 'profile_url': 'https://www.yelp.com/user_details?userid=Abn38CMP4SEgJshUocKKsg', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/ETts3CVOae8HwK8JiJpFJA/o.jpg', 'name': 'Jeannie Y.'}",4.0,"The inside decor was modern and clean.  Dishes were a little bit on the salty side... Didnt taste anything like Japanese food, but I can tell they at least..."
C_T1ol55HRVhuz2Z1qaavg,WMem02OS1_064XnFnGNMFw,2019-05-02 05:07:44,"{'id': 'NJaqNrVTkhy7D9o7od1XUQ', 'profile_url': 'https://www.yelp.com/user_details?userid=NJaqNrVTkhy7D9o7od1XUQ', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/GPeLGx-PiP4-LwArd4F43A/o.jpg', 'name': 'Sebastien L.'}",5.0,"My wife and I ate supper at Torii Izakaya last night, we definitely enjoyed our meal. Our waiter Juan was very courteous and made us discover some delicious..."
lzqwyUyXDTZVtv54SKXFxw,6vOnt8T2IJau-S2OOpzFSg,2020-09-05 17:16:28,"{'id': 'tuTOS6G6d3VjjVjnnMkuug', 'profile_url': 'https://www.yelp.com/user_details?userid=tuTOS6G6d3VjjVjnnMkuug', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/23NI37UzkQduFZ1XRDkgsw/o.jpg', 'name': 'Niki S.'}",5.0,What a great Terrance rain or shine it's covered and very Covid friendly. Ceiling heaters keep you warm and cozy. Food is great! Service is great. Dessert...
lzqwyUyXDTZVtv54SKXFxw,DEGMg_7sEUJlNK2f9e2AEw,2020-08-26 18:44:18,"{'id': 'fjFYpwpvlIlqoiNa3myDEA', 'profile_url': 'https://www.yelp.com/user_details?userid=fjFYpwpvlIlqoiNa3myDEA', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/1_YkJNyPGnOaZKZC9kblSQ/o.jpg', 'name': 'Eugene G.'}",5.0,"My new go to place in Quebec City, period.

Absolutely spectacular seafood, very unique presentation for oysters (absolutely loved the serving dish - very..."
lzqwyUyXDTZVtv54SKXFxw,Q8XyDr3iBZpn-WfqEvAPRw,2020-02-16 09:12:56,"{'id': 'TETPNyJfqqcHEcDRxD8xFQ', 'profile_url': 'https://www.yelp.com/user_details?userid=TETPNyJfqqcHEcDRxD8xFQ', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/W6RtcdR1sfNZD9LR8mKQcA/o.jpg', 'name': 'Erin S.'}",5.0,Fabulous from start to finish. Myself and 3 girlfriends were visiting the city on a girls trip. We saw cute little igloos somewhere on the internet and knew...
kJCNPTqlInUXDXnKTXwIYg,6-HcBEn8P-6MStH9bRZ9uw,2018-09-15 21:54:36,"{'id': '3kbtA7WrYsCtaWg4juJYyA', 'profile_url': 'https://www.yelp.com/user_details?userid=3kbtA7WrYsCtaWg4juJYyA', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/5nsEdbaklyzvlIYymKNjiQ/o.jpg', 'name': 'Zoe C.'}",2.0,"Did not really like the taste of the tea or boba pearls... neither did my friend. Pretty pricy but it was the only bubble tea place around, so we went..."
